loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
1.2236688137054443,0.6520370244979858,0.21279926598072052,0.9604762196540833
0.7492551207542419,0.8500528931617737,0.154179185628891,0.9790475964546204
0.696999192237854,0.867460310459137,0.12704075872898102,0.9811905026435852
0.6683825254440308,0.8759258985519409,0.10613495856523514,0.9833333492279053
0.6509261131286621,0.8798412680625916,0.09910447150468826,0.9864285588264465
0.6386171579360962,0.8848677277565002,0.0939352735877037,0.9869047403335571
0.6278964877128601,0.8865873217582703,0.08706624805927277,0.9883333444595337
0.6195499897003174,0.8889153599739075,0.08524056524038315,0.9883333444595337
0.615179717540741,0.8895767331123352,0.09010740369558334,0.9902380704879761
0.6102585792541504,0.8917725086212158,0.07074090093374252,0.9904761910438538
0.6010342836380005,0.8926984071731567,0.07494019716978073,0.9902380704879761
0.5985447764396667,0.8943121433258057,0.08374486118555069,0.9907143115997314
0.5938452482223511,0.8948941826820374,0.07379242032766342,0.9907143115997314
0.5908669829368591,0.8946560621261597,0.07368429750204086,0.9909523725509644
0.5846928954124451,0.8954232931137085,0.06247588247060776,0.991190493106842
0.5845909118652344,0.8966402411460876,0.07555683702230453,0.991190493106842
0.5828428268432617,0.8966666460037231,0.09089360386133194,0.9916666746139526
0.5804356932640076,0.8967195749282837,0.0622897632420063,0.9904761910438538
0.5825285911560059,0.8963756561279297,0.07797018438577652,0.991428554058075
0.577021062374115,0.8978835940361023,0.07809089869260788,0.9907143115997314
0.5735393166542053,0.8985185027122498,0.08688294887542725,0.991190493106842
0.5735796689987183,0.8977513313293457,0.07144745439291,0.9926190376281738
0.5696015954017639,0.8990211486816406,0.07321217656135559,0.9921428561210632
0.5698015689849854,0.8990211486816406,0.08414465934038162,0.9933333396911621
0.5679492950439453,0.8996296525001526,0.0714479610323906,0.9921428561210632
0.567955493927002,0.900158703327179,0.07828271389007568,0.9923809766769409
0.5664451122283936,0.8992063403129578,0.0851401761174202,0.9928571581840515
0.564276397228241,0.8996296525001526,0.07270251214504242,0.9921428561210632
0.5635403990745544,0.9000264406204224,0.07886228710412979,0.9909523725509644
0.5631211996078491,0.8999471068382263,0.10405681282281876,0.9928571581840515
0.5622771382331848,0.9003968238830566,0.09176254272460938,0.9921428561210632
0.5564622282981873,0.9013756513595581,0.07836634665727615,0.9919047355651855
0.5581992268562317,0.9008200764656067,0.08228150755167007,0.9933333396911621
0.5558081865310669,0.9009523987770081,0.0852469727396965,0.9938095211982727
0.5588268041610718,0.9004232883453369,0.07722339034080505,0.993571400642395
0.5550193786621094,0.9012963175773621,0.07412226498126984,0.9928571581840515
0.5535441637039185,0.9019312262535095,0.07078609615564346,0.9938095211982727
0.5510632991790771,0.9010846614837646,0.07577517628669739,0.9940476417541504
0.5527026653289795,0.9019841551780701,0.08251733332872391,0.993571400642395
0.5503584146499634,0.900502622127533,0.08538665622472763,0.9928571581840515
0.5521422624588013,0.9014550447463989,0.07748004794120789,0.9930952191352844
0.5480568408966064,0.9018518328666687,0.08460240811109543,0.9938095211982727
0.546532928943634,0.9019312262535095,0.08715908974409103,0.9947618842124939
0.5454056859016418,0.9024074077606201,0.08738596737384796,0.9940476417541504
0.5456578135490417,0.901534378528595,0.07636101543903351,0.9938095211982727
0.5486544370651245,0.9023544788360596,0.08241072297096252,0.993571400642395
0.5451016426086426,0.9025132060050964,0.10070294141769409,0.9938095211982727
0.5432056188583374,0.9022751450538635,0.07453306764364243,0.9942857027053833
0.5454500913619995,0.9027777910232544,0.08093223720788956,0.9930952191352844
0.5411202311515808,0.9029894471168518,0.07478637248277664,0.9928571581840515
0.5458784103393555,0.902222216129303,0.09082204848527908,0.9933333396911621
0.5397446751594543,0.9041005373001099,0.08850190043449402,0.9952380657196045
0.5441418290138245,0.9031481742858887,0.09907320886850357,0.993571400642395
0.5382949709892273,0.903333306312561,0.08337510377168655,0.9940476417541504
0.5403905510902405,0.9031481742858887,0.09026139974594116,0.9950000047683716
0.5402961373329163,0.9030952453613281,0.07924243062734604,0.9952380657196045
0.5400695204734802,0.9026190638542175,0.07737607508897781,0.994523823261261
0.5375244617462158,0.9038624167442322,0.09211938828229904,0.9938095211982727
0.5392823815345764,0.9029894471168518,0.08713970333337784,0.993571400642395
0.5374484062194824,0.9030158519744873,0.08018571883440018,0.993571400642395
0.5353842377662659,0.9033069014549255,0.10181282460689545,0.9942857027053833
0.5380426049232483,0.9038888812065125,0.0845770463347435,0.994523823261261
0.5342493653297424,0.9030158519744873,0.07562372088432312,0.9952380657196045
0.5335621237754822,0.903253972530365,0.08578385412693024,0.9928571581840515
0.5333268642425537,0.9033069014549255,0.0915430560708046,0.9940476417541504
0.5355089902877808,0.903253972530365,0.06856527179479599,0.9947618842124939
0.5332037210464478,0.9035184979438782,0.09687896817922592,0.9928571581840515
0.5305067300796509,0.9025132060050964,0.09105479717254639,0.9940476417541504
0.5299779176712036,0.904365062713623,0.09272866696119308,0.9938095211982727
0.5324519276618958,0.903597891330719,0.0894765853881836,0.9947618842124939
0.5295206308364868,0.904285728931427,0.10539183020591736,0.9952380657196045
0.5300774574279785,0.9041798710823059,0.0837823748588562,0.9947618842124939
0.527436375617981,0.904708981513977,0.10000509023666382,0.9950000047683716
0.5288200974464417,0.9038624167442322,0.09965779632329941,0.9942857027053833
0.53058922290802,0.9043385982513428,0.08846884220838547,0.9940476417541504
0.526995837688446,0.9046031832695007,0.09059181064367294,0.9947618842124939
0.5287721753120422,0.9036508202552795,0.0840568020939827,0.9933333396911621
0.5261405110359192,0.9040476083755493,0.10667989403009415,0.9938095211982727
0.5307843089103699,0.9043915271759033,0.081746906042099,0.993571400642395
0.5233548283576965,0.9048148393630981,0.09216264635324478,0.9954761862754822
0.5237644910812378,0.9042592644691467,0.08957303315401077,0.9947618842124939
0.5232633352279663,0.9049999713897705,0.08108880370855331,0.9938095211982727
0.5208473205566406,0.904365062713623,0.0912504494190216,0.9940476417541504
0.5200352072715759,0.905052900314331,0.08908169716596603,0.9933333396911621
0.5232574939727783,0.9042592644691467,0.10831713676452637,0.994523823261261
0.5224956274032593,0.9049999713897705,0.11254703253507614,0.994523823261261
0.5201953649520874,0.9048941731452942,0.09313520789146423,0.9942857027053833
0.5200764536857605,0.9037301540374756,0.09812839329242706,0.9940476417541504
0.5207159519195557,0.9046561121940613,0.11266926676034927,0.9940476417541504
0.5219693779945374,0.9045237898826599,0.08729259669780731,0.9954761862754822
0.5205554366111755,0.9050793647766113,0.08819209784269333,0.9942857027053833
0.5230132937431335,0.9043915271759033,0.09163757413625717,0.9950000047683716
0.5203772187232971,0.9043385982513428,0.09485027939081192,0.994523823261261
0.5187535285949707,0.9047354459762573,0.09047109633684158,0.994523823261261
0.5206442475318909,0.9047883749008179,0.09443645179271698,0.9938095211982727
0.5175119638442993,0.9051587581634521,0.0983242616057396,0.9942857027053833
0.5154882073402405,0.9046561121940613,0.09454526007175446,0.9940476417541504
0.5128496885299683,0.905052900314331,0.08320456743240356,0.994523823261261
0.5201106667518616,0.904973566532135,0.08447539806365967,0.994523823261261
0.5171261429786682,0.9057142734527588,0.11347801238298416,0.994523823261261
0.5126606822013855,0.9045767188072205,0.09093444794416428,0.9930952191352844
0.5167897343635559,0.9049999713897705,0.08932587504386902,0.994523823261261
0.512554943561554,0.9053438901901245,0.10019070655107498,0.9940476417541504
0.5157044529914856,0.9045502543449402,0.09518533945083618,0.994523823261261
0.5158632397651672,0.9053968191146851,0.11244700849056244,0.993571400642395
0.513123631477356,0.9054232835769653,0.08746735751628876,0.9947618842124939
0.5133252143859863,0.9054232835769653,0.09374360740184784,0.9940476417541504
0.5136711597442627,0.9049206376075745,0.09553138166666031,0.9938095211982727
0.5132002830505371,0.9054762125015259,0.09491132199764252,0.9947618842124939
0.5130720734596252,0.9044709205627441,0.11311658471822739,0.9938095211982727
0.5151427388191223,0.9048412442207336,0.11163890361785889,0.9952380657196045
0.5109561085700989,0.9054232835769653,0.10130218416452408,0.993571400642395
0.5119678378105164,0.9050264358520508,0.09643573313951492,0.9952380657196045
0.5104014873504639,0.9048941731452942,0.09306946396827698,0.9947618842124939
0.5118156671524048,0.9055820107460022,0.09411997348070145,0.9942857027053833
0.5126697421073914,0.9049471020698547,0.08271404355764389,0.9940476417541504
0.5118462443351746,0.9051587581634521,0.09818509221076965,0.9942857027053833
0.5062668323516846,0.9061640501022339,0.10579726099967957,0.9933333396911621
0.5102923512458801,0.9050793647766113,0.10225409269332886,0.9930952191352844
0.5085174441337585,0.9051851630210876,0.09817375987768173,0.9942857027053833
0.50846266746521,0.9048941731452942,0.1143563911318779,0.994523823261261
0.5095702409744263,0.9056084752082825,0.09604352712631226,0.9947618842124939
0.5112476944923401,0.9055026173591614,0.11782300472259521,0.9942857027053833
0.507756769657135,0.9062169194221497,0.09265068173408508,0.993571400642395
0.506796658039093,0.9055290818214417,0.09461338073015213,0.9942857027053833
0.508124589920044,0.905661404132843,0.09055638313293457,0.9947618842124939
0.5033535957336426,0.9062433838844299,0.09501206129789352,0.9938095211982727
0.5032139420509338,0.9065343737602234,0.10136407613754272,0.9940476417541504
0.5044960975646973,0.9053438901901245,0.10253206640481949,0.9940476417541504
0.5054553747177124,0.9060317277908325,0.12694723904132843,0.9933333396911621
0.5057380795478821,0.9053438901901245,0.09033401310443878,0.9940476417541504
0.5027888417243958,0.9064815044403076,0.09761902689933777,0.994523823261261
0.5026860237121582,0.905661404132843,0.10099675506353378,0.994523823261261
0.5008348226547241,0.9060581922531128,0.10069723427295685,0.9947618842124939
0.5024641156196594,0.9053968191146851,0.10143022984266281,0.994523823261261
0.5014813542366028,0.9047883749008179,0.10771658271551132,0.9942857027053833
0.5051797032356262,0.904629647731781,0.09811443835496902,0.9947618842124939
0.5033779740333557,0.9047619104385376,0.09319992363452911,0.9940476417541504
0.5043326020240784,0.905317485332489,0.10385435819625854,0.9950000047683716
0.5018433332443237,0.9062698483467102,0.10291782021522522,0.994523823261261
0.503349781036377,0.9057142734527588,0.0841817632317543,0.9952380657196045
0.5011065602302551,0.9055820107460022,0.09996118396520615,0.9950000047683716
0.4991097152233124,0.9059523940086365,0.09014788269996643,0.9940476417541504
0.5029426217079163,0.9049471020698547,0.09392090141773224,0.9942857027053833
0.496986448764801,0.9062433838844299,0.09603285044431686,0.9938095211982727
0.5012285113334656,0.9059788584709167,0.10355453193187714,0.994523823261261
0.4999147951602936,0.9051058292388916,0.1062568724155426,0.9940476417541504
0.4969386160373688,0.9055290818214417,0.10086214542388916,0.9933333396911621
0.4988430440425873,0.9051322937011719,0.09438756853342056,0.9938095211982727
0.49820250272750854,0.9056349396705627,0.10057724267244339,0.9942857027053833
0.4976162612438202,0.9060317277908325,0.093769870698452,0.994523823261261
0.4951366186141968,0.9066402316093445,0.10137832164764404,0.9940476417541504
0.49926844239234924,0.905317485332489,0.08638881891965866,0.9942857027053833
0.4991176426410675,0.9066931009292603,0.09150167554616928,0.9947618842124939
0.4953708350658417,0.9066137671470642,0.10329978168010712,0.994523823261261
0.49592411518096924,0.9057142734527588,0.08783824741840363,0.994523823261261
0.49276620149612427,0.9060317277908325,0.11010390520095825,0.994523823261261
0.49590790271759033,0.9065079092979431,0.10075965523719788,0.9947618842124939
0.49402716755867004,0.9058994650840759,0.09030485153198242,0.994523823261261
0.4939349889755249,0.9062169194221497,0.10851778090000153,0.9947618842124939
0.4943128824234009,0.9067195653915405,0.09333525598049164,0.9947618842124939
0.49494698643684387,0.9057672023773193,0.10723560303449631,0.9938095211982727
0.4957827627658844,0.9055820107460022,0.0975273847579956,0.9942857027053833
0.4943806827068329,0.9055290818214417,0.10467853397130966,0.9950000047683716
0.49257493019104004,0.9058201313018799,0.0864676982164383,0.9964285492897034
0.49303844571113586,0.9060052633285522,0.0963405966758728,0.9950000047683716
0.4924899637699127,0.9053968191146851,0.09599214047193527,0.9942857027053833
0.4912000298500061,0.9066402316093445,0.09549011290073395,0.9938095211982727
0.49385565519332886,0.904973566532135,0.09542309492826462,0.9942857027053833
0.49298831820487976,0.9061904549598694,0.10417667776346207,0.9950000047683716
0.49265041947364807,0.9064815044403076,0.10292565822601318,0.994523823261261
0.4932132959365845,0.9052380919456482,0.11975853145122528,0.9938095211982727
0.4931463897228241,0.9063227772712708,0.10336222499608994,0.994523823261261
0.49136143922805786,0.9052910208702087,0.10586970299482346,0.9930952191352844
0.49005770683288574,0.9062433838844299,0.10317029803991318,0.994523823261261
0.49078914523124695,0.9062433838844299,0.10581132024526596,0.9950000047683716
0.49049296975135803,0.9051322937011719,0.11276610195636749,0.9940476417541504
0.4916985034942627,0.9055820107460022,0.10990908741950989,0.9938095211982727
0.49063435196876526,0.9061640501022339,0.11436109244823456,0.994523823261261
0.48483946919441223,0.9062169194221497,0.10861052572727203,0.9938095211982727
0.48968932032585144,0.9058730006217957,0.09589336812496185,0.993571400642395
0.48943835496902466,0.9065079092979431,0.11433136463165283,0.9947618842124939
0.4884074926376343,0.9061111211776733,0.11689059436321259,0.9940476417541504
0.4887879192829132,0.9060846567153931,0.0869336798787117,0.9940476417541504
